,textID,sentiment
104,a002383b5b,neutral
105,b2ac8c9fcc,positive
106,b1b8c03333,neutral
107,5f3bde3bf7,negative
108,0274567d50,neutral
109,6e8a9b822b,neutral
110,c7d93aef38,positive
111,8acbf01666,neutral
112,0a0e9b1035,neutral
113,c35f392086,neutral
114,bc37aeaa2f,neutral
115,823122597e,negative
116,e9e8135cc5,neutral
117,4e6f5b65ae,neutral
118,0432e21a96,positive
119,bbcd836382,positive
120,642b5ea30e,neutral
121,567eaf266e,negative
122,1fdbac152f,negative
123,43e6d9aeaa,positive
124,c28465b668,neutral
125,30ea165391,positive
126,6e376214e9,positive
127,eae55ee415,neutral
128,5f166baecc,neutral
129,4e1fc4b289,neutral
130,354b590f3f,neutral
131,467593cbb0,negative
132,b154e83354,negative
133,6176e2488c,neutral
134,9590e14088,negative
135,e9d758a224,neutral
136,22a3156283,neutral
137,3d5c1ed21b,positive
138,5a64f84f9c,negative
139,b154ec432c,neutral
140,2bdcb46ef4,positive
141,d16ffd65a6,neutral
142,5f44c39180,negative
143,39ca6c87a2,negative
144,2b8f8b26cf,neutral
145,cede4f9185,negative
146,84477ead41,positive
147,b931353754,neutral
148,374384a4dc,neutral
149,3338b13120,positive
150,de75916180,neutral
151,72b3655419,neutral
152,e216faca02,negative
153,62f3074724,negative
154,16baf95861,neutral
155,aeb55e479d,neutral
156,cdcaac066e,neutral
157,96f3999235,neutral
158,71e55a0300,positive
159,906a96d74e,neutral
160,1382929e20,neutral
161,4f45d9a670,positive
162,03ff47fda6,neutral
163,4d45cf5931,positive
164,6f7235f0ab,neutral
165,42fd06c66b,neutral
166,0de7050311,negative
167,65a56799b9,positive
168,3a174147aa,positive
169,f41ad69adf,neutral
170,e4fd99e835,neutral
171,baaf138c58,neutral
172,01fb6a1ad7,positive
173,5733c8453b,neutral
174,7f8ceb5336,neutral
175,aa91d27145,negative
176,ff1462ff46,neutral
177,4273b2b1c3,negative
178,8fc8d9bd09,negative
179,73161cbf0d,neutral
180,cde664a518,positive
181,eb4da39f39,negative
182,6bb974430e,positive
183,05f8b149b4,positive
184,a119b51e33,neutral
185,bc2f4ee602,neutral
186,cb9b52e9be,positive
187,a231d7864b,positive
188,d2eeeccabc,negative
189,7f3951027f,neutral
190,9bc88bd949,negative
191,c501e02cab,neutral
192,18ed98243c,neutral
193,21f33ed71b,neutral
194,1d88f35dd5,negative
195,319be36319,neutral
196,1f581d48bc,negative
197,62e1a784c5,neutral
198,6f8bd2c26d,neutral
199,f7e80a4d74,negative
200,723b812315,positive
201,f020cc1ecd,negative
202,0713530017,neutral
203,6a5ec7efd8,neutral
204,42ee0e4339,neutral
205,6eaf827d88,neutral
206,cfedf94a53,negative
207,5755368f30,neutral
208,c92c8cfb15,neutral
209,dcb8c622d6,negative
210,de40356564,neutral
211,35182a84b6,negative
212,dfb67f9f58,positive
213,3fe390dcc1,negative
214,c155efab1b,neutral
215,870c815228,positive
216,aaf0bbf7c8,positive
217,d978b7f334,neutral
218,4efc551b0f,negative
219,76cec7d4ba,neutral
220,ba56c535a2,positive
221,e4ccfc501b,positive
222,972107b366,neutral
223,cc4564d473,positive
224,e6dd04089e,neutral
225,f5190367e2,neutral
226,f9a95043ae,negative
227,7e8b34de71,neutral
228,1e17b77d6e,negative
229,08763cf8ee,neutral
230,acb83ea44e,negative
231,ec63552551,neutral
232,e7b3960fa3,neutral
233,1ae1b5606d,negative
234,fc8efe7e13,negative
235,49b741fc13,negative
236,22766a7e2b,negative
237,29d7104494,neutral
238,522f3ee2ae,negative
239,89e4eed832,neutral
240,bf73147031,neutral
241,0f25882584,negative
242,d19ddcc745,neutral
243,f25010df3a,neutral
244,64810cb721,negative
245,ebc1f6727e,positive
246,02006e6e62,neutral
247,db359564ad,negative
248,eadfbc1b72,positive
249,cb2f97dc53,negative
250,7457fa9f77,neutral
251,09227d0ba4,positive
252,0acb5a4bae,negative
253,48b41c2f95,negative
254,5db94b9b63,neutral
255,87aa7c3315,neutral
256,ef389b4d71,positive
257,5bfc188fd2,negative
258,f490685a78,negative
259,4f70a97969,positive
260,17e600f3b6,neutral
261,1e9b8bf9fd,neutral
262,36bee46d4b,neutral
263,8169af7ee4,negative
264,9499e34212,positive
265,571e73326c,neutral
266,3ba9084efe,neutral
267,ce73b46b90,neutral
268,d18637ad68,negative
269,e651a2a287,positive
270,231f663202,negative
271,fd725c1a36,neutral
272,95a6c29dc3,negative
273,48fbbeab77,negative
274,86b7715bfb,positive
275,82630c2e15,negative
276,eaeef48b7c,negative
277,6e34e9c28a,neutral
278,87d43edc49,neutral
279,08849ca222,neutral
280,c3eb547008,neutral
281,2836821bce,neutral
282,b751f39570,neutral
283,39b5691a32,positive
284,89f565c172,neutral
285,e0cd486f0f,positive
286,2d5d4bf6ed,neutral
287,be0a927a80,neutral
288,1a35c1eb9f,negative
289,0092c21828,negative
290,0aa1791075,positive
291,bee59bb7d2,positive
292,3a3a1e1f1e,positive
293,c3e9745d8d,neutral
294,37b9a91393,neutral
295,6b2733b1a6,neutral
296,f016774208,neutral
297,09ecc10f84,negative
298,4598e31e32,negative
299,fac523c9bc,neutral
300,2fb2fc139e,positive
301,1fbde4de35,neutral
302,e9f642e50a,neutral
303,d4a80999ef,positive
304,1ec241a035,neutral
305,60da5f7f30,positive
306,dc5c8ff513,neutral
307,6b2dc78496,neutral
308,9cba8bf464,positive
309,47ec7c77de,negative
310,a0fc51cb4d,neutral
311,2e850a4143,neutral
312,8427060c30,neutral
313,040d1d9dcb,neutral
314,132e051fe8,negative
315,f94af8cb85,positive
316,dbb41be912,positive
317,d2ed2233e0,positive
318,c5fa126423,negative
319,61ee079ba5,positive
320,c6e226f30f,positive
321,0d5009477c,negative
322,b034d03e50,negative
323,b91963e312,negative
324,2831a7717b,neutral
325,9413368866,neutral
326,143e8aebc4,neutral
327,9bf583dd17,neutral
328,32b2610c63,negative
329,1fc4902f30,positive
330,f0c5be2158,negative
331,dffeaa7330,neutral
332,ec9bce02a9,negative
333,63fd0bc986,neutral
334,4d352ca9b1,negative
335,f1c97d5bcb,neutral
336,48d27a58fe,neutral
337,4a0d92c598,neutral
338,98949b1fd7,negative
339,5d470d3192,neutral
340,ae4860dc68,neutral
341,71c9975b09,negative
342,de99f08494,negative
343,4c1897aa51,negative
344,6cb043762e,neutral
345,d352c8ec75,neutral
346,6ecab08a38,negative
347,d25a8b5b1d,neutral
348,a6e6bb3154,neutral
349,25bb13b1ee,positive
350,860b2bb70c,neutral
351,48d1c69d94,neutral
352,bb42a3cf44,positive
353,4eedf0a785,neutral
354,92d7bd54cf,neutral
355,2736c303b4,neutral
356,0a7ecfa4a8,neutral
357,5c3d9c52f6,neutral
358,1fd542d088,neutral
359,10da8bef28,neutral
360,9266858b0e,positive
361,e04e0b8a0e,neutral
362,db07e1c8f2,neutral
363,d10dc5c41e,neutral
364,f4622e59e3,positive
365,32bb7b3961,neutral
366,19cc8138fd,positive
367,e42f22608c,neutral
368,f69a80cc7e,positive
369,40a90f23cd,negative
370,a4d98fb60a,neutral
371,855dc31191,neutral
372,f8ce4ba6de,positive
373,0d550ad6fc,positive
374,eda9b67235,neutral
375,654de96a93,neutral
376,6499546bea,positive
377,e3875aa924,negative
378,60297b1b97,neutral
379,2cf37fe920,negative
380,501ae0d4e7,negative
381,c0aee991a0,positive
382,d388f4b3e6,neutral
383,e7ec3be194,negative
384,d218dfd8ef,positive
385,c991df8cad,positive
386,cfb0ab06b2,neutral
387,897025f513,positive
388,4bce2313f4,negative
389,3c664be4e8,neutral
390,4344cafbdc,positive
391,7bb43eca18,neutral
392,83f805343a,neutral
393,d965ea7618,negative
394,e7bc4034ab,neutral
395,ceb202ddff,positive
396,5715e8a9ae,positive
397,21cf770e43,negative
398,8ca499152a,neutral
399,491fcc6675,negative
400,7e6d76988f,negative
401,a1734e91fd,neutral
402,1adf377451,positive
403,0f53f62956,neutral
404,41fd07f670,negative
405,3e9b8995b8,neutral
406,cc0bc2a05d,neutral
407,96dd04d348,negative
408,4c8db3926d,positive
409,297bc17467,neutral
410,6ce07361fa,neutral
411,59e3ebdcb5,neutral
412,0995e44a56,neutral
413,dd666c5cbe,positive
414,200ffd4c5a,negative
415,ffe6fab196,neutral
416,739f26f87c,neutral
417,76390ef87f,negative
418,1e83aba60f,positive
419,168216a4a6,neutral
420,f4f97d8289,negative
421,8f041fea93,negative
422,c8113641f4,neutral
423,754dbc1251,positive
424,23bd2618df,positive
425,771d1dbc22,negative
426,cc5a4ab96a,positive
427,d6d78b7097,negative
428,ba0fa7443e,neutral
429,69ee002874,positive
430,436b24fc93,negative
431,79d78251ef,neutral
432,2a0af521de,positive
433,670bf744cd,negative
434,ec4e7f6aba,positive
435,562deae4f8,positive
436,02b39987e9,positive
437,8db855e309,positive
438,9f2e24129d,negative
439,0ae607ab07,negative
440,50f6c44b92,neutral
441,1159cf1bcf,negative
442,f8b32c4484,positive
443,97af309513,neutral
444,cf023b846b,neutral
445,e99c1276cf,positive
446,7d0aa849f1,neutral
447,d7260aaf20,neutral
448,63ef622fd7,negative
449,a341b1ab46,negative
450,4ce121e2ad,neutral
451,6b3c5d881b,positive
452,f305375e9a,neutral
453,37b3bf9cb2,negative
454,4e15d840bf,neutral
455,216703ba65,positive
456,931fdca6ea,negative
457,38869d15ef,positive
458,5e4320f4a5,positive
459,a8b73cf5d5,positive
460,bc931b2e59,positive
461,0330f844bd,neutral
462,2f3ff51870,neutral
463,53a59e7a7f,neutral
464,52712c7aef,neutral
465,6001d8d7ec,negative
466,4d586d5ca8,negative
467,ea086d4cfa,neutral
468,f8fc5fe63c,positive
469,4714a183be,neutral
470,98ee2a131a,neutral
471,d31f708485,neutral
472,05a1304b53,neutral
473,f69065d1c0,neutral
474,cf80e6a4e0,neutral
475,ca5909d8ea,positive
476,3139ac78db,neutral
477,0194327888,negative
478,88d10c8ddc,positive
479,05f31579f2,neutral
480,79931bd7a5,neutral
481,7c843939bb,neutral
482,1251b166af,neutral
483,74eb9eb872,positive
484,4da3756f54,neutral
485,634ce8816e,neutral
486,589bb8f7e3,positive
487,3f33b8fd3e,positive
488,728d3d59d4,positive
489,86d15f120f,positive
490,0c7904536d,positive
491,da8fa808d3,positive
492,6d9316c18f,neutral
493,3fd1057ee4,negative
494,0beb972c15,neutral
495,49ff747ca1,neutral
496,e864dc53b4,neutral
497,c30043dfc4,negative
498,b01c96b216,neutral
499,3892687f15,positive
500,d445bf6b98,neutral
501,8db4d80318,negative
502,46de360d09,neutral
503,d078973de5,neutral
504,a53bc356c2,negative
505,bb5ff3110a,neutral
506,df5c825929,neutral
507,cf30a8df0a,positive
508,06a80bb433,negative
509,b1e9db3db7,neutral
510,e7659fc837,positive
511,023adc9806,neutral
512,1d568e14ea,positive
513,bd19a4260b,neutral
514,044d652e38,neutral
515,7a73386700,positive
516,b87171a4f1,neutral
517,33210a71bb,negative
518,28e1248932,positive
519,5b1be33775,neutral
520,a34bf825fc,neutral
521,fd68fb4b55,neutral
522,e07b4a40d1,neutral
523,4e85f6e9b0,negative
524,cd74b1835d,positive
525,23ec28e7d0,neutral
526,15102b0d69,negative
527,ce1e980a78,neutral
528,bc3595417d,negative
529,12456985b1,negative
530,c7e58ae69b,positive
531,d3031fc98d,positive
532,c710c2fc6e,neutral
533,f7bb505276,negative
534,75357bd8dc,negative
535,d2da9db0e5,positive
536,d2a221697e,positive
537,5dbc76b885,neutral
538,2b8089a5ed,neutral
539,11784322cf,neutral
540,d9107173c4,negative
541,f759c898a2,positive
542,36265d722a,negative
543,7406292103,neutral
544,756a6abdba,positive
545,181bc1ee99,positive
546,e75cfcc49a,neutral
547,9669c928b7,neutral
548,8cbb0f4bc1,neutral
549,3287f9c15b,positive
550,89e3307aa8,negative
551,9afda201ce,neutral
552,ab4a849f72,negative
553,241a132a38,neutral
554,84e69a3f34,negative
555,ef8f79cae3,negative
556,5048e11fbe,neutral
557,cab560fece,neutral
558,a348aea018,neutral
559,f9c91c5edc,neutral
560,a25ea87900,neutral
561,8223259736,neutral
562,dce3164dda,positive
563,5c3831e16a,neutral
564,5f5ef8ac14,neutral
565,95809b0b7b,positive
566,bd856e42b1,neutral
567,23e1f7dca4,neutral
568,5db4f576b6,negative
569,c29e6cf197,neutral
570,9e047ed52a,neutral
571,6ad26f4e0d,negative
572,fdf1b79e65,neutral
573,1a1bbddc5d,neutral
574,842953e8a8,negative
575,52460306f4,positive
576,1317531567,positive
577,533b05f261,neutral
578,99d787d063,negative
579,885441d874,positive
580,a7fc7285a0,neutral
581,4d576567c0,positive
582,f54e05ae8a,neutral
583,d87e30dadb,negative
584,faac0eff26,neutral
585,6206b9e0ed,positive
586,0f03d180b7,neutral
587,515e62397d,positive
588,5b88ed7d49,neutral
589,6cd11d3484,positive
590,88bbaf18a1,neutral
591,6ce851a2c0,positive
592,4c7465d015,neutral
593,6fe5e54415,negative
594,78a714e8bb,negative
595,be3e08e2da,neutral
596,8adbbd33e9,neutral
597,2c3ef296fd,positive
598,2602539701,neutral
599,f2c63f0036,neutral
600,3766439f81,negative
601,c0716fb4a6,positive
602,bfd9acc676,neutral
603,f433a31196,positive
604,4b38f22fb7,negative
605,b56c2694a7,negative
606,56d87a6494,neutral
607,7a20787e73,neutral
608,7a02ca882d,neutral
609,f7c173a4f3,neutral
610,58b8194458,neutral
611,cb1b8ec90f,positive
612,7f91178253,positive
613,709df6a4e7,positive
614,013043510c,positive
615,91638a406f,positive
616,edec74f889,neutral
617,c975b2b6d1,positive
618,54db2ebee1,neutral
619,67cc48a34f,neutral
620,887cb446b4,neutral
621,55f3aa08a3,neutral
622,4be4e6de30,negative
623,5751380d23,positive
624,3e6b71fda4,neutral
625,fd37d39203,neutral
626,21ceb02403,positive
627,2a8c3e6b51,neutral
628,bf9d84d678,negative
629,fe8205bc15,neutral
630,c345916798,negative
631,7b9faf935b,positive
632,e738f6af0b,neutral
633,748b7f7654,negative
634,add398ab57,neutral
635,fa78beca22,positive
636,29482e6966,neutral
637,28e4ce73b7,positive
638,743b62f788,neutral
639,13f56e9956,negative
640,a881027b76,neutral
641,bbd9c7c9c5,negative
642,9ba59ca56d,neutral
643,26cce7097f,neutral
644,89fc963188,neutral
645,7ba2bb1561,negative
646,59de82ec28,neutral
647,dfcdcead66,negative
648,066a730dbc,neutral
649,6ba0ee49b6,positive
650,c9d53a9127,neutral
651,b475878ee8,neutral
652,fda8c135e5,neutral
653,cb4ca6a513,neutral
654,18f560f57b,neutral
655,0ebbfb4261,positive
656,01c6e1adf4,negative
657,95c725edb6,neutral
658,4003ac8a4f,neutral
659,1d4e4eaeae,negative
660,17b920af1c,neutral
661,02410922ff,positive
662,9c115b6fac,neutral
663,05d9f83c67,neutral
664,41780fcc9c,neutral
665,4012a68842,positive
666,a4ca62632d,positive
667,8ebf97bf78,negative
668,babb367967,negative
669,b5003ad333,neutral
670,c1885fae62,negative
671,900c3636cb,neutral
672,8e0a0ffbe1,positive
673,25aa6711e2,neutral
674,be792705ff,neutral
675,6e2501758d,positive
676,e0b23e49c6,positive
677,a13175162b,neutral
678,7c2f873a41,negative
679,bf123fdd66,negative
680,aca65143ab,negative
681,9986499587,negative
682,c7a8ba6ed4,positive
683,7b433441fc,neutral
684,d11c476468,neutral
685,b3c94a2af3,neutral
686,0da090c332,negative
687,0c55426e67,positive
688,185a9be434,negative
689,59ec2945d5,neutral
690,a53c829bee,neutral
691,07c6f766e3,neutral
692,863edfea8b,positive
693,6babb54cc5,neutral
694,ec895c12a3,neutral
695,d2bfcc0f02,negative
696,ef8f97debb,neutral
697,e6620d2d33,positive
698,24d4fa8e2b,neutral
699,5ddd874f83,neutral
700,3e288df43d,positive
701,8b3f4dcfa7,positive
702,667408fa8b,positive
703,d91a78658e,negative
704,8d6fb4185c,negative
705,b3d6d863f5,neutral
706,fdfe12a800,negative
707,b9d9d64cc5,negative
708,7f69a1e5e6,neutral
709,324dc23455,negative
710,c086d6e230,neutral
711,266a175c94,negative
712,abad0bb1d5,negative
713,97f1c24d27,positive
714,13f981fa30,positive
715,2e21b2daea,neutral
716,e4f79c7707,positive
717,5394086c7e,positive
718,0b881e379e,neutral
719,0e0fdad9a6,positive
720,6e2d870af2,neutral
721,677ee39a64,negative
722,d620074a4d,neutral
723,d5701ace41,negative
724,9801d078d0,negative
725,7047ab2830,positive
726,a32ab39ff6,positive
727,1df4a18f20,neutral
728,7f808f9e05,negative
729,4e3e3b7dfc,positive
730,b0b69a88b8,neutral
731,ccecc5e63b,negative
732,6d260d19cd,positive
733,5eabb3139b,neutral
734,24969fb071,positive
735,31d614d03e,neutral
736,cf7297c0a4,neutral
737,1f1c6455f4,positive
738,d176c09459,neutral
739,97ea0541cd,negative
740,7fbc575d36,negative
741,7227bce3f8,positive
742,05c19e3bde,neutral
743,27a14b89c3,neutral
744,2dde2785c7,neutral
745,abbd0db2a5,neutral
746,a9ebd5a36c,neutral
747,631d6219e9,positive
748,5b65d15956,neutral
749,9a41081b40,positive
750,ccc67bee0b,negative
751,c55acd7f61,negative
752,a275019a52,positive
753,c25754e9ba,neutral
754,89fe24a49a,positive
755,7fb66b3ad5,negative
756,1121c78b0c,negative
757,d7c12af170,negative
758,95033b6de1,negative
759,9f38b5e487,negative
760,793705ea90,positive
761,dcb07389f8,negative
762,d306f01186,positive
763,0ab4ad43c8,negative
764,3a1ff015f6,positive
765,63fec8932a,negative
766,c7e80bd6e1,neutral
767,d883e319bd,negative
768,ccadc7885d,positive
769,51b5526327,negative
770,a1fc050e50,neutral
771,196dbfc937,neutral
772,cfbdec51c4,neutral
773,9a2ba41cb3,negative
774,93acb731c3,positive
775,cebf72f0dc,neutral
776,7bb5959eac,neutral
777,bec37a7c92,neutral
778,56afa0cc2a,neutral
779,702a8535a5,neutral
780,0a60343f49,positive
781,054bf4b3c5,neutral
782,5f7c41e2af,positive
783,535cf4afd1,negative
784,e6305a23b2,positive
785,6b2443cafe,neutral
786,49d2c6aa7b,neutral
787,5a64bba465,negative
788,57599d3686,positive
789,9083a50db0,neutral
790,004eb1e239,negative
791,bf6bc50126,positive
792,5714d6ed93,neutral
793,5ea2dc2ec0,neutral
794,58b4ad0a18,neutral
795,83f9afe969,neutral
796,15d527d485,positive
797,9c8e56c60a,negative
798,f09d561cf2,neutral
799,98daed54c8,positive
800,43112b250b,positive
801,9dd013a94b,neutral
802,8964a7361a,negative
803,d172a626ff,positive
804,57e8b90fc7,positive
805,8eb3f2208d,positive
806,a8d58cc661,neutral
807,7d59c522ee,neutral
808,8f8f3ed38c,neutral
809,d178e9718d,neutral
810,b2bfbf4557,neutral
811,9fb39d3c8c,neutral
812,1939525eec,negative
813,804cf4d6f4,neutral
814,2a9874434e,positive
815,5889cd0fbb,neutral
816,76f29e1afa,negative
817,db103c86f6,neutral
818,81b4bdfe51,neutral
819,64f91449b7,neutral
820,47b8dd8456,negative
821,b866aecd19,negative
822,87b89f122e,positive
823,5752133fc3,negative
824,b5b51f8ca5,negative
825,958adfa14f,positive
826,5ef6cb9505,positive
827,0e0ea93f6e,neutral
828,a717aca8f5,negative
829,393c3d5c7a,neutral
830,fd0d55b94d,neutral
831,2fd2b15c10,neutral
832,eeda31dd3e,neutral
833,8ac971a53e,neutral
834,c9498178ca,neutral
835,29174d967f,neutral
836,06712e65d6,neutral
837,b89af87662,neutral
838,548556fb49,neutral
839,bca03c7d06,neutral
840,9655b72897,neutral
841,a4191a25c3,neutral
842,2381c40431,positive
843,9e55909005,negative
844,b7e7e6fcbf,neutral
845,43a24526f5,negative
846,d207933125,neutral
847,8e5bc8627a,positive
848,54ea13a753,neutral
849,c4680cbabe,negative
850,b60e0550cd,neutral
851,a6c5ca1cc5,positive
852,b642906cab,neutral
853,812f9f7dd1,positive
854,3578ec042e,neutral
855,560f8abb1c,neutral
856,5dac77c4b2,negative
857,f85f538616,positive
858,0d9c44bc7b,negative
859,6e0c6d75b1,positive
860,5dc49c6fac,neutral
861,31778724a1,neutral
862,e232412ae5,negative
863,491eed2fe4,negative
864,499d3f6815,negative
865,6280e77d0e,positive
866,23a7bb0d83,neutral
867,cc12d15597,positive
868,c8bcfff762,negative
869,d73a953322,negative
870,4915c34def,neutral
871,577471b115,neutral
872,b69d9e539d,negative
873,ab609af607,neutral
874,812cf4be19,positive
875,f51b8cdb82,neutral
876,2d38fc1c25,negative
877,478bab6370,neutral
878,b81723c6ee,positive
879,02aaecbc9c,negative
880,2b0eeec3d3,positive
881,c841a7ad93,neutral
882,5457cc8444,positive
883,8109f290a4,positive
884,5a24827c24,neutral
885,c1cf043c84,neutral
886,bc2b74c6d7,neutral
887,43708cfaf0,negative
888,b70b425ce7,neutral
889,400b9a2739,neutral
890,b860826fd9,positive
891,e0a172bc68,negative
892,bd69aed8f7,negative
893,9e951e5565,positive
894,becc5e7874,neutral
895,1be3837ac6,positive
896,0569c90a22,positive
897,9d2a2a10f9,neutral
898,873faae537,neutral
899,8e13f7c528,positive
900,ce5c7c3e37,neutral
901,413dfb9c20,negative
902,a2f6c5cca9,neutral
903,e1c1201fbf,neutral
904,60684c8cf0,neutral
905,9540dad916,neutral
906,ba9f75c8be,negative
907,248497cbac,neutral
908,2304b6a26b,neutral
909,fc25dd2f31,neutral
910,dd347b56a1,positive
911,59fa0bb3bf,negative
912,217f8990f6,negative
913,b730e95543,neutral
914,7e35fbd3cd,negative
915,a78ef3e0d0,positive
916,2a9acf4c37,neutral
917,e728bbb957,neutral
918,336d2bfa0c,neutral
919,4574ee1464,negative
920,b13fd5a164,positive
921,f782648201,positive
922,f2737e9c15,negative
923,e7de0750f9,neutral
924,daac9b8406,positive
925,9bce9d9178,neutral
926,c10f52f160,neutral
927,fa6d581997,neutral
928,28b224abab,neutral
929,465a0bc799,neutral
930,77b290dd59,positive
931,af0ac6b470,positive
932,71f03d8cd3,negative
933,dcf1e95b1c,negative
934,7116b24d78,neutral
935,b8285a075a,negative
936,503f1540e8,negative
937,c814365bee,positive
938,63642e38b4,neutral
939,c62590abcd,positive
940,ccb2f88d9a,neutral
941,b4fa2d20e4,positive
942,a1f6095799,positive
943,691f395bee,positive
944,fba62df79b,neutral
945,eab1c2c64e,neutral
946,72e3305a2f,negative
947,39669e45bd,positive
948,17e119548f,negative
949,4148a10b84,positive
950,a0d93a9442,neutral
951,7a341d71fe,positive
952,4bec049334,neutral
953,b1f68dc810,neutral
954,aee14b9638,positive
955,354f35b0ba,neutral
956,61306b5f1e,positive
957,eedb7abe3c,positive
958,bc210897e0,neutral
959,9fa592037c,positive
960,db122f85bd,neutral
961,c19de2c75b,neutral
962,b435126470,neutral
963,49ec6f804d,negative
964,5a3a27dd6d,neutral
965,22195b1d09,negative
966,924d2c7453,neutral
967,d2a134423f,neutral
968,3261fbf191,negative
969,f314c3640b,negative
970,195157e55e,neutral
971,bd38d58f43,negative
972,3d03953cdb,neutral
973,2485ca29ee,neutral
974,09092e7e81,neutral
975,4642bda024,neutral
976,224211de86,neutral
977,e3c06febb9,neutral
978,3745be2d1b,positive
979,95e45aae67,neutral
980,62ba17ea78,negative
981,969365e841,negative
982,f14d0140f1,negative
983,738cc3e94f,negative
984,c96c82bebb,neutral
985,1343254dd6,neutral
986,ef5d5a51f8,neutral
987,d03b2a8c76,positive
988,f98a82bfa2,neutral
989,0b31b2a7ec,negative
990,2516254729,negative
991,5aebe0615c,neutral
992,cd8f6b6103,neutral
993,90fedd468f,negative
994,ff0d8560af,negative
995,064802c378,positive
996,ffac07a79d,neutral
997,8d623622d0,negative
998,ad038d02b2,neutral
999,1dbe478001,negative
1000,4d6e71e475,positive
1001,6b3295ea7c,neutral
1002,7a6dd87e61,positive
1003,ab8d041ff7,negative
1004,962855074a,neutral
1005,92dbb764e9,negative
1006,77132d49aa,neutral
1007,2320ce957b,neutral
1008,6860400eac,neutral
1009,84b84a992f,negative
1010,50356857dc,positive
1011,52ffcf363d,neutral
1012,55a69c1bfe,neutral
1013,a474238f03,neutral
1014,8feb90f81c,neutral
1015,2d16f3c07c,positive
1016,37ed7e29d6,positive
1017,320d909cf7,positive
1018,c2a4c6c3f2,positive
1019,2c53b00144,neutral
1020,b7ba642946,positive
1021,9009cd3ede,negative
1022,cdbe4df131,negative
1023,d723ea3299,neutral
1024,aa06c3a9f0,neutral
1025,151d27a5ea,neutral
1026,5d80bf1e55,neutral
1027,c2918e50b1,positive
1028,6a3d85c9ad,neutral
1029,9b0d10c5b9,positive
1030,3aa7b273df,positive
1031,63f54db105,positive
1032,10700d7927,positive
1033,86330a1846,positive
1034,49c2233fd0,neutral
1035,a34d594f42,positive
1036,ba786311f9,neutral
1037,43441faed9,positive
1038,2634d4c2f6,neutral
1039,3eee471b9f,neutral
1040,9578cd7fe3,neutral
1041,3aa78c3e94,positive
1042,20314ef0ab,neutral
1043,312cd9c009,positive
1044,868f498a67,positive
1045,d4099e92e6,positive
1046,c191ad4ddd,positive
1047,6cd5fb5782,neutral
1048,b036980390,neutral
1049,fcda550d6b,neutral
1050,909c58c494,neutral
1051,6d2f7706c3,neutral
