textID,sentiment
b9d9d64cc5,neutral
7f69a1e5e6,neutral
324dc23455,neutral
c086d6e230,neutral
266a175c94,neutral
abad0bb1d5,neutral
97f1c24d27,neutral
13f981fa30,neutral
2e21b2daea,neutral
e4f79c7707,neutral
5394086c7e,neutral
0b881e379e,neutral
0e0fdad9a6,neutral
6e2d870af2,neutral
677ee39a64,neutral
d620074a4d,neutral
d5701ace41,neutral
9801d078d0,neutral
7047ab2830,neutral
a32ab39ff6,neutral
1df4a18f20,neutral
7f808f9e05,neutral
4e3e3b7dfc,neutral
b0b69a88b8,neutral
ccecc5e63b,neutral
6d260d19cd,neutral
5eabb3139b,neutral
24969fb071,neutral
31d614d03e,neutral
cf7297c0a4,neutral
1f1c6455f4,neutral
d176c09459,neutral
97ea0541cd,neutral
7fbc575d36,neutral
7227bce3f8,neutral
05c19e3bde,neutral
27a14b89c3,neutral
2dde2785c7,neutral
abbd0db2a5,neutral
a9ebd5a36c,neutral
631d6219e9,neutral
5b65d15956,neutral
9a41081b40,neutral
ccc67bee0b,neutral
c55acd7f61,neutral
a275019a52,neutral
c25754e9ba,neutral
89fe24a49a,neutral
7fb66b3ad5,neutral
1121c78b0c,neutral
d7c12af170,neutral
95033b6de1,neutral
9f38b5e487,neutral
793705ea90,neutral
dcb07389f8,neutral
d306f01186,neutral
0ab4ad43c8,neutral
3a1ff015f6,neutral
63fec8932a,neutral
c7e80bd6e1,neutral
d883e319bd,neutral
ccadc7885d,neutral
51b5526327,neutral
a1fc050e50,neutral
196dbfc937,neutral
cfbdec51c4,neutral
9a2ba41cb3,neutral
93acb731c3,neutral
cebf72f0dc,neutral
7bb5959eac,neutral
bec37a7c92,neutral
56afa0cc2a,neutral
702a8535a5,neutral
0a60343f49,neutral
054bf4b3c5,neutral
5f7c41e2af,neutral
535cf4afd1,neutral
e6305a23b2,neutral
6b2443cafe,neutral
49d2c6aa7b,neutral
5a64bba465,neutral
57599d3686,neutral
9083a50db0,neutral
004eb1e239,neutral
bf6bc50126,neutral
5714d6ed93,neutral
5ea2dc2ec0,neutral
58b4ad0a18,neutral
83f9afe969,neutral
15d527d485,neutral
9c8e56c60a,neutral
f09d561cf2,neutral
98daed54c8,neutral
43112b250b,neutral
9dd013a94b,neutral
8964a7361a,neutral
d172a626ff,neutral
57e8b90fc7,neutral
8eb3f2208d,neutral
a8d58cc661,neutral
7d59c522ee,neutral
8f8f3ed38c,neutral
d178e9718d,neutral
b2bfbf4557,neutral
9fb39d3c8c,neutral
1939525eec,neutral
804cf4d6f4,neutral
2a9874434e,neutral
5889cd0fbb,neutral
76f29e1afa,neutral
db103c86f6,neutral
81b4bdfe51,neutral
64f91449b7,neutral
47b8dd8456,neutral
b866aecd19,neutral
87b89f122e,neutral
5752133fc3,neutral
b5b51f8ca5,neutral
958adfa14f,neutral
5ef6cb9505,neutral
0e0ea93f6e,neutral
a717aca8f5,neutral
393c3d5c7a,neutral
fd0d55b94d,neutral
2fd2b15c10,neutral
eeda31dd3e,neutral
8ac971a53e,neutral
c9498178ca,neutral
29174d967f,neutral
06712e65d6,neutral
b89af87662,neutral
548556fb49,neutral
bca03c7d06,neutral
9655b72897,neutral
a4191a25c3,neutral
2381c40431,neutral
9e55909005,neutral
b7e7e6fcbf,neutral
43a24526f5,neutral
d207933125,neutral
8e5bc8627a,neutral
54ea13a753,neutral
c4680cbabe,neutral
b60e0550cd,neutral
a6c5ca1cc5,neutral
b642906cab,neutral
812f9f7dd1,neutral
3578ec042e,neutral
560f8abb1c,neutral
5dac77c4b2,neutral
f85f538616,neutral
0d9c44bc7b,neutral
6e0c6d75b1,neutral
5dc49c6fac,neutral
31778724a1,neutral
e232412ae5,neutral
491eed2fe4,neutral
499d3f6815,neutral
6280e77d0e,neutral
23a7bb0d83,neutral
cc12d15597,neutral
c8bcfff762,neutral
d73a953322,neutral
4915c34def,neutral
577471b115,neutral
b69d9e539d,neutral
ab609af607,neutral
812cf4be19,neutral
f51b8cdb82,neutral
2d38fc1c25,neutral
478bab6370,neutral
b81723c6ee,neutral
02aaecbc9c,neutral
2b0eeec3d3,neutral
c841a7ad93,neutral
5457cc8444,neutral
8109f290a4,neutral
5a24827c24,neutral
c1cf043c84,neutral
bc2b74c6d7,neutral
43708cfaf0,neutral
b70b425ce7,neutral
400b9a2739,neutral
b860826fd9,neutral
e0a172bc68,neutral
bd69aed8f7,neutral
9e951e5565,neutral
becc5e7874,neutral
1be3837ac6,neutral
0569c90a22,neutral
9d2a2a10f9,neutral
873faae537,neutral
8e13f7c528,neutral
ce5c7c3e37,neutral
413dfb9c20,neutral
a2f6c5cca9,neutral
e1c1201fbf,neutral
60684c8cf0,neutral
9540dad916,neutral
ba9f75c8be,neutral
248497cbac,neutral
2304b6a26b,neutral
fc25dd2f31,neutral
dd347b56a1,neutral
59fa0bb3bf,neutral
217f8990f6,neutral
b730e95543,neutral
7e35fbd3cd,neutral
a78ef3e0d0,neutral
2a9acf4c37,neutral
e728bbb957,neutral
336d2bfa0c,neutral
4574ee1464,neutral
b13fd5a164,neutral
f782648201,neutral
f2737e9c15,neutral
e7de0750f9,neutral
daac9b8406,neutral
9bce9d9178,neutral
c10f52f160,neutral
fa6d581997,neutral
28b224abab,neutral
465a0bc799,neutral
77b290dd59,neutral
af0ac6b470,neutral
71f03d8cd3,neutral
dcf1e95b1c,neutral
7116b24d78,neutral
b8285a075a,neutral
503f1540e8,neutral
c814365bee,neutral
63642e38b4,neutral
c62590abcd,neutral
ccb2f88d9a,neutral
b4fa2d20e4,neutral
a1f6095799,neutral
691f395bee,neutral
fba62df79b,neutral
eab1c2c64e,neutral
72e3305a2f,neutral
39669e45bd,neutral
17e119548f,neutral
4148a10b84,neutral
a0d93a9442,neutral
7a341d71fe,neutral
4bec049334,neutral
b1f68dc810,neutral
aee14b9638,neutral
354f35b0ba,neutral
61306b5f1e,neutral
eedb7abe3c,neutral
bc210897e0,neutral
9fa592037c,neutral
db122f85bd,neutral
c19de2c75b,neutral
b435126470,neutral
49ec6f804d,neutral
5a3a27dd6d,neutral
22195b1d09,neutral
924d2c7453,neutral
d2a134423f,neutral
3261fbf191,neutral
f314c3640b,neutral
195157e55e,neutral
bd38d58f43,neutral
3d03953cdb,neutral
2485ca29ee,neutral
09092e7e81,neutral
4642bda024,neutral
224211de86,neutral
e3c06febb9,neutral
3745be2d1b,neutral
95e45aae67,neutral
62ba17ea78,neutral
969365e841,neutral
f14d0140f1,neutral
738cc3e94f,neutral
c96c82bebb,neutral
1343254dd6,neutral
ef5d5a51f8,neutral
d03b2a8c76,neutral
f98a82bfa2,neutral
0b31b2a7ec,neutral
2516254729,neutral
5aebe0615c,neutral
cd8f6b6103,neutral
90fedd468f,neutral
ff0d8560af,neutral
064802c378,neutral
ffac07a79d,neutral
8d623622d0,neutral
ad038d02b2,neutral
1dbe478001,neutral
4d6e71e475,neutral
6b3295ea7c,neutral
7a6dd87e61,neutral
ab8d041ff7,neutral
962855074a,neutral
92dbb764e9,neutral
77132d49aa,neutral
2320ce957b,neutral
6860400eac,neutral
84b84a992f,neutral
50356857dc,neutral
52ffcf363d,neutral
55a69c1bfe,neutral
a474238f03,neutral
8feb90f81c,neutral
2d16f3c07c,neutral
37ed7e29d6,neutral
320d909cf7,neutral
c2a4c6c3f2,neutral
2c53b00144,neutral
b7ba642946,neutral
9009cd3ede,neutral
cdbe4df131,neutral
d723ea3299,neutral
aa06c3a9f0,neutral
151d27a5ea,neutral
5d80bf1e55,neutral
c2918e50b1,neutral
6a3d85c9ad,neutral
9b0d10c5b9,neutral
3aa7b273df,neutral
63f54db105,neutral
10700d7927,neutral
86330a1846,neutral
49c2233fd0,neutral
a34d594f42,neutral
ba786311f9,neutral
43441faed9,neutral
2634d4c2f6,neutral
3eee471b9f,neutral
9578cd7fe3,neutral
3aa78c3e94,neutral
20314ef0ab,neutral
312cd9c009,neutral
868f498a67,neutral
d4099e92e6,neutral
c191ad4ddd,neutral
6cd5fb5782,neutral
b036980390,neutral
fcda550d6b,neutral
909c58c494,neutral
6d2f7706c3,neutral
9ff9a80b63,neutral
efaaf8f9dc,neutral
7a544bc016,neutral
ea95be8d33,neutral
4641062e9d,neutral
8fe0df98e3,neutral
59760341f9,neutral
db96a9611e,neutral
8e1a36c2f7,neutral
2762b6624b,neutral
042b4f8784,neutral
29ffd15818,neutral
876c315516,neutral
7e712d4496,neutral
58fc1eeef3,neutral
8224b45279,neutral
ece2b988f1,neutral
48b10eaac4,neutral
1d071c2226,neutral
a60aef7c1b,neutral
078b6686ea,neutral
3f4e952c3c,neutral
a5bb6228cc,neutral
b732cd6641,neutral
48b76ce5f4,neutral
c3d279cda8,neutral
e1f5989997,neutral
6d67a97c4d,neutral
ddc208fbff,neutral
1597b9831b,neutral
c47421facf,neutral
729b96d486,neutral
f1660e689c,neutral
da6549f668,neutral
95a9870181,neutral
ccf70b3841,neutral
69ddcd6dfb,neutral
a357e314cd,neutral
7cadd0a40d,neutral
cdb6743e92,neutral
242fabeab4,neutral
153ca0e3c3,neutral
4dcd538cc3,neutral
6a6665242c,neutral
cb60a0d946,neutral
8140f3d608,neutral
f01932eb73,neutral
900c5f5082,neutral
be7eb6d1e6,neutral
492306caf1,neutral
6891b6a593,neutral
9f51c335d0,neutral
fdadb26d49,neutral
578ec67a68,neutral
ddbdb89b1b,neutral
760c4e9790,neutral
911670511d,neutral
5a086658b0,neutral
430095620f,neutral
a724e66bd0,neutral
ce54016d40,neutral
120b400e8f,neutral
5d5c35a880,neutral
285ee8574d,neutral
02ed1e6556,neutral
2c614b8bed,neutral
887afb0d2f,neutral
cb64f6d942,neutral
637284bd7c,neutral
34a47b5674,neutral
902670de2f,neutral
f0a9a55b94,neutral
fcc9210884,neutral
0f361614b7,neutral
37a4fd00f6,neutral
e69734c1de,neutral
d5655b6b30,neutral
c60a403476,neutral
85b7cf8a0f,neutral
d3f0c48744,neutral
119b073916,neutral
8d6762c050,neutral
e97d6bd4ab,neutral
135118b833,neutral
3e424c5670,neutral
dd215a071a,neutral
44d6fb791a,neutral
c4f9792d55,neutral
126aa22396,neutral
f2fda0303d,neutral
4f2bece79d,neutral
124848e01c,neutral
5e7bd5379c,neutral
f93cc42240,neutral
581a32fdf6,neutral
7323f7136b,neutral
9637558503,neutral
6675f9536d,neutral
92d7aaf05a,neutral
edd2aceb1c,neutral
4486f18f71,neutral
a44a46524f,neutral
5bcaf5aa9f,neutral
c8939e589b,neutral
c341d742b0,neutral
5552d4fffb,neutral
1bc2be7173,neutral
2dec83989c,neutral
add3a63b8a,neutral
7a18d9d260,neutral
a3f50ce6ea,neutral
7814b04bd9,neutral
303ccaa660,neutral
936fd9b728,neutral
96d4adf794,neutral
d9c8a56a24,neutral
e6d4c50e89,neutral
6f93fe06ce,neutral
a34556d35f,neutral
7d2ea67b66,neutral
6d72077a93,neutral
6af2e23e1c,neutral
6de43d0ce5,neutral
ab1061aa7b,neutral
ddc170fe0a,neutral
1ab3877a8c,neutral
b7c00f3a76,neutral
bde2b0df21,neutral
f2240006f4,neutral
75f1db00ca,neutral
5003cc704f,neutral
35e24f0ea7,neutral
13e1519ce3,neutral
c3f28c34c6,neutral
11fff26b21,neutral
c2455ce40d,neutral
629a6891db,neutral
0d33871c93,neutral
